board,trajectories,evaluations,best_move
"8| . . . . . . k .
7| p p p . . . . p
6| . . . p . . p .
5| . . . P p . . .
4| . . . . . . . .
3| . . P P P . . R
2| P r . . . . . .
1| . . . . K . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 26","['d3d4 e5d4 c3d4 c7c6 d5c6', 'h3h4 b7b5 a2a4 a7a6 h4e4', 'a2a4 b2c2 c3c4 g8g7 e3e4', 'a2a3 b2c2 a3a4 c2c3 e1d2']","['-3.99 (centipawns)', '-4.54 (centipawns)', '-4.66 (centipawns)', '-4.86 (centipawns)']",d3d4
"8| r . . q k . . r
7| . b . . . p p p
6| p . p b p n . .
5| . . . p N . . .
4| . . p P . B . .
3| . . P . P N . .
2| P P . . . P P P
1| R . . Q . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 7
- Fullmove number: 11","['e8g8 f3d2 c6c5 b2b3 c4b3', 'f6e4 f3d2 e4d2 d1d2 f7f6', 'a6a5 b2b3 f6e4 b3c4 f7f6']","['0.00 (centipawns)', '-0.09 (centipawns)', '0.35 (centipawns)']",e8g8
"8| r . . q . b . r
7| . . p . k . p .
6| p . . P p . Q p
5| . p . P . . . .
4| . n n . . P P .
3| . . N . . N . P
2| P P . . . . . .
1| R . B . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 19",['d8d6 d5e6 d6c5 g1g2 e7d8'],['5.31 (centipawns)'],d8d6
"8| . . k r . . n r
7| . b p . . . . p
6| p . . . . p . .
5| . p . . B . . .
4| . P p . . . . .
3| P . . . R . P .
2| . . . . . P . P
1| . . . . K B R .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 19",['f6e5 e3e5 g8f6 f1e2 c4c3'],['-5.91 (centipawns)'],f6e5
"8| . . . . . b . r
7| p . p k p p . .
6| . . . n . . . p
5| . . . P . . p .
4| . . . . . . . .
3| . . . . P . B .
2| P P . . . P P P
1| R . . . K . N R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 17","['f8g7 g1f3 g7b2 f3e5 b2e5', 'h6h5 g3e5 f7f6 e5d4 h5h4', 'f7f6 a1c1 f8g7 g1e2 h8b8']","['6.10 (centipawns)', '6.52 (centipawns)', '6.71 (centipawns)']",f8g7
"8| r n b q k . n r
7| p p p . . p p p
6| . . . . . . . .
5| . . . . b . . .
4| . . B P p . . .
3| . . . . . . . .
2| P P P . . P P P
1| R N B Q K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 6","['d1h5 d8e7 h5e5 e7e5 d4e5', 'd4e5 d8d1 e1d1 b8c6 c4d5']","['0.63 (centipawns)', '-0.42 (centipawns)']",d1h5
"8| r n b q k . n r
7| p p p . p p b p
6| . . . p . . p .
5| . . . . P . . .
4| . . . P . . . .
3| . . . . . . . .
2| P P P . . P P P
1| R N B Q K B N R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 4","['g1f3 d6e5 f3e5 g8h6 c1h6', 'e5d6 d8d6 g1f3 c7c5 d4c5']","['-0.31 (centipawns)', '-0.25 (centipawns)']",g1f3
"8| . . . . . . . .
7| . N . . . . . .
6| p . . k . . . .
5| . p . . . p . p
4| . . . p . b . .
3| . P . K . P . P
2| P . . . . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 7
- Fullmove number: 44","['d6c6 b7d8 c6d5 d8f7 d5e6', 'd6d5 b3b4 f4c7 b7c5 d5e5']","['-3.10 (centipawns)', '-1.63 (centipawns)']",d6c6
"8| r . b q . r k .
7| . . . n n . p .
6| . . p . p . . p
5| p p . p P p . .
4| . . . P . . . .
3| P . B B . N . .
2| . P P . . P P P
1| R . . Q . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- En passant target square: f6.
- Halfmove clock: 0
- Fullmove number: 13","['e5f6 f8f6 f1e1 e7g6 e1e3', 'd1e2 d7b6 b2b3 c8d7 e2d2', 'h2h3 e7g6 d1d2 c8b7 d2e3', 'g1h1 c6c5 d3b5 c8a6 b5a6']","['1.99 (centipawns)', '1.50 (centipawns)', '1.58 (centipawns)', '1.48 (centipawns)']",e5f6
"8| . . . . . r . .
7| p . . . . . . .
6| . p k . . . . .
5| . . . . . . . .
4| . . P . R . . P
3| . . r . . . . .
2| P . . . . . . K
1| . . . R . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 36","['h4h5 f8f2 h2g1 f2a2 e4h4', 'd1d2 f8h8 d2g2 h8h6 e4g4', 'h2g1 f8g8 g1f2 c3c2 f2f3', 'h2g2 f8g8 g2f2 c3c2 f2f3']","['-0.05 (centipawns)', '0.00 (centipawns)', '-0.05 (centipawns)', '0.00 (centipawns)']",h4h5
"8| r . b q . r k .
7| . . . . p p b p
6| p . n . . n p .
5| . p p . . . . .
4| . . . . . . . .
3| . P . B P N . .
2| P B P N . P P P
1| R . . Q . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 11","['a2a4 a8b8 a4b5 a6b5 d1c1', 'd1c1 d8c7 d2e4 c8g4 f3d2', 'd1e2 d8b6 c2c4 b5b4 d3c2', 'f1e1 d8c7 d1e2 c8b7 a2a4']","['-0.19 (centipawns)', '-0.20 (centipawns)', '0.00 (centipawns)', '-0.21 (centipawns)']",a2a4
"8| . . . . . r . k
7| . . p . . p p p
6| Q b . . . . . .
5| . . . q . . . .
4| p P . . . . . .
3| . . P . . . . .
2| . . . . . P P P
1| R . . . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 24","['a6a4 d5c4 a4a8 h8g8 a8f3', 'a1a4 d5b3 a4a3 b3b2 a6a4', 'c3c4 d5d3 a1a4 b6d4 a4a3']","['4.44 (centipawns)', '4.32 (centipawns)', '4.17 (centipawns)']",a6a4
"8| r . b q k b . r
7| . p p . . p p p
6| . . . . p n . .
5| . P . . . . . .
4| p . . P . . . .
3| P B N . P . . .
2| . B . . . P P P
1| R . . Q K . N R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 10",['a4b3 d1b3 b7b6 g1e2 f6d5'],['1.13 (centipawns)'],a4b3
"8| . . . . . . . .
7| . . . . k . p .
6| . p . . B b . p
5| p . p K p . . .
4| P r P . P . . .
3| . . . . . . . .
2| . . . . . . . .
1| . . . . . R . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 4
- Fullmove number: 36","['e6g8 e7d7 g8e6 d7e7 e6g8', 'f1a1 h6h5 e6g8 g7g5 a1h1', 'e6d7 h6h5 d7f5 b4a4 f1c1', 'e6f5 h6h5 f1a1 h5h4 a1a3']","['-2.96 (centipawns)', '-3.97 (centipawns)', '-4.16 (centipawns)', '-3.63 (centipawns)']",e6g8
"8| r . b q k . . r
7| p p p p b p p p
6| . . n . . n . .
5| . . . . p . . .
4| . . B . P . . .
3| . . N P . N . .
2| P P P . . P P P
1| R . B Q K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 5","['e8g8 a2a4 d7d6 a4a5 c8g4', 'd7d6 a2a3 e8g8 e1g1 a7a5', 'a7a5 h2h3 e8g8 e1g1 d7d6', 'a7a6 e1g1 d7d6 a2a4 e8g8']","['0.10 (centipawns)', '0.19 (centipawns)', '0.29 (centipawns)', '0.25 (centipawns)']",e8g8
"8| . . . . . r k .
7| . . R . . p p .
6| . . N r p . . p
5| . . . . . . . .
4| . . . . . P . .
3| . . Q . . . . .
2| P . . . . K P .
1| . . . . . . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 30","['e6e5 f4e5 d6e6 f2e3 g8h8', 'g8h7 c3c2 h7g8 h1d1 d6c6', 'f8a8 c7c8 a8c8 c6e7 g8f8']","['9.08 (centipawns)', '10.26 (centipawns)', 'Mate in 17']",e6e5
"8| . . . . . r k .
7| . . . b q . p .
6| . Q . p . . . p
5| . P . P . . . .
4| . . P . p p . .
3| . . . . . . . P
2| . . . . B P P .
1| . R . . . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 29","['e7f6 g1h2 d7f5 b1d1 f4f3', 'd7f5 b1e1 e7g5 e2g4 f5g4', 'e7g5 g1h2 g5e5 h2g1 e4e3', 'e7e5 b6a7 d7f5 b1d1 e4e3']","['0.00 (centipawns)', '0.40 (centipawns)', '0.00 (centipawns)', '0.49 (centipawns)']",e7f6
"8| r . b q . r k .
7| p p . . b p p p
6| . . n . p n . .
5| . . . p . . . .
4| . . . P . B . .
3| . . P B . N . .
2| P P . N . P P P
1| R . . Q . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 9","['f6h5 f4e3 f7f5 f3e5 h5f6', 'f6e8 d1c2 f7f5 f3e5 c6e5', 'e7d6 f4d6 d8d6 f1e1 c6e7', 'a7a5 f3e5 e7d6 f1e1 d8c7']","['0.74 (centipawns)', '0.94 (centipawns)', '0.87 (centipawns)', '0.93 (centipawns)']",f6h5
"8| . . r q r . k .
7| . b . n . p p p
6| . p . B p n . .
5| . . . p . . . .
4| p . . P . . . .
3| . Q . . P N . .
2| . P . . B P P P
1| R . . . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 18","['b3a4 d7f8 d6e5 f8g6 e5f6', 'a1a4 f6e4 d6b4 d8c7 f1a1']","['1.02 (centipawns)', '0.71 (centipawns)']",b3a4
"8| . . . . . . . .
7| . . . . . . . .
6| . . . . . . p .
5| . . . . . p . p
4| p B k . n K . P
3| P . P . . . P .
2| . . . . . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 47","['c4d3 b4a5 d3c4 a5b4 c4b3', 'c4d5 b4f8 d5c4 f8b4 c4b3', 'c4b5 f4e5 b5c4 e5f4 c4b3', 'c4b3 f4e5 e4g3 e5d4 f5f4']","['-3.13 (centipawns)', '-2.66 (centipawns)', '-3.00 (centipawns)', '-3.31 (centipawns)']",c4d3
"8| . . . . . . k .
7| . . . . . p p .
6| . p . . p . . .
5| p . p . P . . p
4| . . P r . P . .
3| . B . . . R P .
2| P . . . . . . P
1| . . n . . K . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 31","['h2h4 d4d2 f1e1 c1b3 a2b3', 'f3c3 c1b3 a2b3 g8h7 f1g2', 'f3e3 d4d2 a2a3 d2h2 b3a4']","['-2.48 (centipawns)', '-3.25 (centipawns)', '-3.13 (centipawns)']",h2h4
"8| r . b q k b n r
7| p p p p . p p p
6| . . n . . . . .
5| . . . . p . . .
4| . . . . P . . .
3| . . . P . . . .
2| P P P . . P P P
1| R N B Q K B N R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 3","['b1c3 f8b4 g1e2 g8e7 a2a3', 'a2a3 d7d5 e4d5 d8d5 b1c3', 'g1f3 g8f6 g2g3 d7d5 e4d5', 'c1e3 d7d5 e4d5 d8d5 g1f3']","['0.00 (centipawns)', '0.04 (centipawns)', '-0.02 (centipawns)', '-0.16 (centipawns)']",b1c3
"8| r . b k . . . r
7| p p p . . . B .
6| . . p b P . . p
5| . . . . . . . .
4| . q . . . . . .
3| . . . Q . . . .
2| P . . . . P P P
1| R N . . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 16",['h8g8 g7f6 d8e8 g2g3 c8e6'],['0.67 (centipawns)'],h8g8
"8| . . k r . b . r
7| p p . b . p . .
6| n q . p . p . .
5| . . p P p . . .
4| . . . . P P . p
3| . . N . . . P .
2| P P P Q . . . P
1| . K . R . B N R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 13","['f1h3 d7h3 g1h3 a6c7 g3g4', 'g1f3 h4g3 f4e5 f6e5 d2g2', 'f4e5 d6e5 g3h4 c5c4 f1c4']","['1.03 (centipawns)', '0.55 (centipawns)', '0.37 (centipawns)']",f1h3
"8| . . . . . . . .
7| . p . . k p . .
6| p n . p . . . R
5| . . . . p P . .
4| . . . . K b . .
3| . . r . . . . .
2| P . . . . P . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 34","['h6d6 e7d6 a2a3 c3a3 f5f6', 'h6h8 d6d5', 'h6h5 d6d5', 'a2a3 d6d5']","['Mate in 2', 'Mate in 0', 'Mate in 0', 'Mate in 0']",h6d6
"8| r n b q k b . r
7| p p p p . p p p
6| . . . . . n . .
5| . . . . p . . .
4| . . . . P . . .
3| . . P P . . . .
2| P P . . . P P P
1| R N B Q K B N R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 3","['d7d5 g1f3 d5e4 f3e5 b8d7', 'b8c6 g1f3 d7d5 b1d2 f8d6', 'h7h6 g1f3 b8c6 f1e2 d7d5', 'f8e7 g1f3 b8c6 c3c4 e7c5']","['-0.36 (centipawns)', '-0.27 (centipawns)', '-0.24 (centipawns)', '-0.19 (centipawns)']",d7d5
"8| r . . q r . k .
7| . p p . . . . p
6| p . b . p . p .
5| . . . . N p . .
4| . . P P . Q . .
3| . P . . . . . .
2| P . . . . P P P
1| . . . R R . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 19","['e8e7 h2h4 d8f8 d1d3 f8f6', 'g6g5 f4g3 c6e4 h2h4 f5f4', 'a8c8 h2h4 d8e7 d1d3 e7f6', 'd8e7 h2h4 e7g7 d1d3 e8e7']","['2.44 (centipawns)', '2.53 (centipawns)', '2.77 (centipawns)', '2.83 (centipawns)']",e8e7
"8| r . . . . . . k
7| . b . . . Q p .
6| . . . . . . . p
5| . p . P B . . .
4| . . q b . . . .
3| . . . . . . . P
2| . . . . . . P .
1| . . . . . R . K
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 30","['c4f1 f7f1 d4e5 d5d6 a8a1', 'd4e5 f1e1 c4f4 f7f4 e5f4']","['-9.04 (centipawns)', '-10.71 (centipawns)']",c4f1
"8| r . . q k . . r
7| p p . n p p b p
6| . . . p . n p .
5| . . p P . . . .
4| . . P . P P b .
3| . . N . . N . .
2| P P . . B . P P
1| R . B Q K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 8","['a7a6 e1g1 e8g8 a2a4 f6e8', 'e8g8 e1g1 g4f3 e2f3 a7a6', 'g4f3 e2f3 a7a6 d1e2 e8g8', 'a8b8 e1g1 e8g8 a2a4 a7a6']","['1.33 (centipawns)', '1.34 (centipawns)', '1.14 (centipawns)', '1.50 (centipawns)']",a7a6
"8| r n b q . r k .
7| p p . . . p p .
6| . . p b . . . p
5| . . . p . . . .
4| . . . P . P . .
3| . . . B P N . .
2| P P . . . . P P
1| R . B Q K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 10","['c1d2 b8d7 e1g1 d7f6 f3e5', 'e1g1 b8d7 f3e5 d7f6 c1d2', 'a2a4 a7a5 c1d2 b8d7 e1g1', 'a2a3 b8d7 e1g1 d7f6 f3e5']","['0.11 (centipawns)', '0.09 (centipawns)', '-0.01 (centipawns)', '-0.02 (centipawns)']",c1d2
"8| r . b q k b n r
7| p p p n . p p p
6| . . . . p . . .
5| . . . . . . B .
4| . . . P N . . .
3| . . . . . . . .
2| P P P . . P P P
1| R . . Q K B N R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 5","['f8e7 h2h4 h7h6 g5e3 d7f6', 'g8f6 g1f3 f8e7 e4f6 e7f6', 'd7f6 g1f3 f8e7 e4f6 g8f6']","['0.19 (centipawns)', '0.32 (centipawns)', '0.32 (centipawns)']",f8e7
"8| . . . r . . . r
7| p b p . . . k .
6| . p . . . n B .
5| . . . . . . . .
4| . . . P . N . .
3| . . P . . P . p
2| P P . . . K . .
1| . . . . R . R .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 35","['f4e6 g7h6 g6f7 d8g8 f7g8', 'g6f5 g7f7 f5e6 f7e8 e6h3']","['6.18 (centipawns)', '6.27 (centipawns)']",f4e6
"8| r n b q k b n r
7| p p . . p p p p
6| . . p . . . . .
5| . . . p P . . .
4| . . . P . P . .
3| . . N . . . . .
2| P P P . . . P P
1| R . B Q K B N R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 5","['h7h5 f1d3 g7g6 h2h3 c8f5', 'g7g6 h2h3 h7h5 f1d3 c8f5', 'e7e6 g1f3 c6c5 c1e3 c5c4', 'c8f5 g2g4 f5d7 h2h4 h7h5']","['0.81 (centipawns)', '0.69 (centipawns)', '0.82 (centipawns)', '0.98 (centipawns)']",h7h5
"8| r . . . . r k .
7| p Q p q . p p p
6| . . . b p . b .
5| . . . n . . . .
4| . . P . . . . .
3| . . . . . . . P
2| P P . P . P P .
1| R N B . . R K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 15","['f8b8 b7a8 b8a8 c4d5 g6d3', 'd5b4 b2b3 a8b8 b7f3 e6e5', 'a8b8 b7a7 d5b4 c4c5 b8a8', 'd5f4 b7f3 f4d3 b2b3 a7a5']","['-6.35 (centipawns)', '-5.84 (centipawns)', '-6.32 (centipawns)', '-6.27 (centipawns)']",f8b8
"8| . . . . . . . .
7| . p p . . . . .
6| . p . . . . . .
5| . P . . . . k .
4| . . . B K p n .
3| P . . . . . . .
2| . . . . . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 50","['g4f6 e4f3 g5f5 a3a4 f6g4', 'g4h2 d4c3 h2g4 c3e1 g4f6']","['-4.50 (centipawns)', '-4.47 (centipawns)']",g4f6
"8| . . . . . . . .
7| . . . . . P p .
6| . . . . p . . p
5| . . . p P . . .
4| . . . k . K . P
3| . . . . . . . .
2| . . . . . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 56","['h4h5 d4d3 f7f8q d3c3 f8c8', 'f7f8q g7g6 f8h6 g6g5 h4g5']","['Mate in -16', 'Mate in -13']",h4h5
"8| . . . . . r k .
7| . . . . b p p b
6| r . . . p . . p
5| . . . . P . . .
4| . . R . . N . P
3| . . . . . . P .
2| P . . . . P . .
1| . . . . R . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 25","['a6a2 e1d1 f8a8 d1d7 e7f8', 'f8a8 e1c1 a6a2 h4h5 a8f8', 'a6a3 e1d1 a3a2 f4h5 h7g6', 'a6a8 a2a4 f8b8 e1d1 e7d8']","['-4.88 (centipawns)', '-4.71 (centipawns)', '-4.81 (centipawns)', '-4.44 (centipawns)']",a6a2
"8| r n b q . b n r
7| p p p . k . . .
6| . . . p p . . p
5| . . . . . p p Q
4| . . B P . . . .
3| . . . . P N B .
2| P P P . . P P P
1| R N . . K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 8",['g8f6 h5h3 f8g7 f3d2 h6h5'],['-1.86 (centipawns)'],g8f6
"8| . . . . . . . .
7| . . . . . . . .
6| . . . R . . . .
5| p . . . . . . .
4| . . . . . . . .
3| . . k . . . . K
2| . . . . . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 49","['d6a6 a5a4 a6a4 c3b3 a4f4', 'd6c6 c3b4 c6b6 b4c3 b6a6']","['Mate in -14', '5.07 (centipawns)']",d6a6
"8| r n b q k b n r
7| p p p p . p p p
6| . . . . . . . .
5| . . . . . . . .
4| . . B . P . . .
3| . . p . . . . .
2| P P . . . P P P
1| R N B Q K . N R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 4","['c3b2 c1b2 g8f6 e4e5 d7d5', 'd7d6 b1c3 b8c6 g1f3 g8f6', 'g8f6 b1c3 b8c6 g1f3 d7d6']","['-0.76 (centipawns)', '-0.18 (centipawns)', '-0.07 (centipawns)']",c3b2
"8| r n b . k . . r
7| p . q . . p b .
6| . p p p . . p .
5| . . . . P . . n
4| . . B . . . . .
3| . . . P . Q . .
2| P P P . . . P P
1| R . B . K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 15","['d6d5 c4b3 c7e5 e1d1 e5f6', 'c7e7 c1e3 d6d5 c4b3 e7h4', 'g7e5 d3d4 c7e7 d4e5 e7h4']","['-6.82 (centipawns)', '-6.05 (centipawns)', '-5.61 (centipawns)']",d6d5
"8| . R . . . . . .
7| . . . . . . . .
6| . . . . . . p .
5| . . . . p . . .
4| . . . . . k p .
3| . . . . . . . .
2| . . . . . . B .
1| . . . . . K . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 47","['b8c8 g6g5 c8f8 f4e3 f8f5', 'b8d8 e5e4 d8d4 f4e5 d4e4', 'b8g8 f4f5 g8f8 f5e6 g2e4', 'b8f8 f4g5 f8f7 g5h4 f7e7']","['6.15 (centipawns)', '6.02 (centipawns)', '6.02 (centipawns)', '6.15 (centipawns)']",b8c8
"8| . . . . . b k .
7| . . . . . . . p
6| p . . . p . p .
5| . . . . . . . .
4| . p p . . . P .
3| . . . . . . . P
2| . . . . . . K .
1| R . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 41","['a1a6 b4b3 a6b6 f8a3 b6b8', 'g2f2 c4c3 f2e2 b4b3 a1g1']","['-5.66 (centipawns)', '-7.17 (centipawns)']",a1a6
"8| r . . q k b . r
7| p b p n . p p p
6| . p . . p n . .
5| . . . P . . B .
4| . . . P . . . .
3| . . N . P N . .
2| P P . . . P P P
1| R . . Q K B . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 7","['e6d5 f3e5 c7c6 e5d7 e8d7', 'h7h6 g5f6 d8f6 d1a4 a7a6']","['1.28 (centipawns)', '1.89 (centipawns)']",e6d5
"8| . . k r . . . r
7| p p p q . p p p
6| . . . . . . . .
5| . . . p P . . .
4| . . . . . P . .
3| . . N . P . . .
2| P P . Q . n P .
1| . . K R . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 17",['f2d1 d2d1 d5d4 e3d4 d7d4'],['-8.08 (centipawns)'],f2d1
"8| . . k . . q r .
7| p . p . . p . .
6| . p . . p . n .
5| . . . p P . . Q
4| . . . P . . . .
3| P . P . P N B .
2| . P . . . . P .
1| . . K . . R . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 7
- Fullmove number: 25","['g8h8 h5g4 h8g8 f3e1 g6e7', 'g6e7 g3f4 f8e8 f1h1 c8b7', 'g8g7 f3e1 g6e7 g3f4 f8g8', 'f8g7 f3d2 c8b8 g3e1 a7a6']","['4.45 (centipawns)', '4.25 (centipawns)', '4.34 (centipawns)', '4.74 (centipawns)']",g8h8
