board,trajectories,evaluations,best_move
"8| r . b q k . . r
7| p p p . . p p p
6| . . n p . n . .
5| . . b . p . . .
4| . . B . P . . .
3| . . P P . N . P
2| P P . . . P P .
1| R N B Q K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 6","['a7a6 a2a4 c5a7 e1g1 e8g8', 'c6a5 c4f7 e8f7 b2b4 h8e8', 'a7a5 e1g1 c5a7 b1d2 h7h6', 'h7h6 b2b4 c5b6 a2a4 a7a5']","['-0.25 (centipawns)', '-0.59 (centipawns)', '-0.06 (centipawns)', '-0.17 (centipawns)']",a7a6
"8| r . b q k b . r
7| p p p . p p p p
6| . . n p . n . .
5| . . . . . . . .
4| . . B . P . . .
3| . . N . . N . .
2| P P P P . P P P
1| R . B Q K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 5
- Fullmove number: 4","['c8g4 d2d4 e7e5 c4b5 f6d7', 'a7a6 d2d4 c8g4 c4e2 e7e5', 'e7e6 d2d4 f8e7 a2a3 e8g8', 'g7g6 d2d4 f8g7 d4d5 c6b8']","['-0.35 (centipawns)', '-0.52 (centipawns)', '-0.61 (centipawns)', '-0.51 (centipawns)']",c8g4
"8| b . . r . . k .
7| . . . r . p p p
6| p p . . . . q .
5| . . b . . . . .
4| . . . N . . . Q
3| . P . . . P . P
2| . B . R . . P K
1| . . . R . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 39","['h7h6 b2c3 c5d6 f3f4 a6a5', 'c5d6 h2h1 g6g3 h4g3 d6g3', 'h7h5 h2h1 a6a5 b2c3 d7d5', 'd8e8 d1e1 d7e7 e1e7 c5e7']","['3.23 (centipawns)', '3.31 (centipawns)', '3.13 (centipawns)', '2.99 (centipawns)']",h7h6
"8| r . b . k . . .
7| . p . . . p b .
6| p . n . p . p .
5| . . Q n P . . .
4| . . . p . . . .
3| . K . N . . . r
2| P P P . . . . .
1| . . . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: Black can castle queenside.
- No en passant target square.
- Halfmove clock: 2
- Fullmove number: 26","['c2c3 g7f8 c5f8 e8f8 d3f2', 'a2a3 g7f8 c5f8 e8f8 b3a2', 'c5d5 e6d5 a2a3 c8e6 b3a2']","['-11.73 (centipawns)', '-12.25 (centipawns)', '-12.71 (centipawns)']",c2c3
"8| r n b q k b . r
7| p p p . . p p p
6| . . . . . . . .
5| . . . . p . . .
4| . . Q . P . . .
3| . . . . . . . N
2| P P P P . P P P
1| R N B . K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 6","['b8c6 b1c3 f8d6 b2b3 c8e6', 'a7a5 d2d3 f8e7 c4d5 e7d6', 'c8h3 g2h3 b8c6 b1c3 d8d7', 'c8e6 c4e2 b8c6 c2c3 h8g8']","['0.77 (centipawns)', '0.59 (centipawns)', '0.43 (centipawns)', '0.39 (centipawns)']",b8c6
"8| . . . . . r . .
7| . . . . p . k p
6| . . . . . b p .
5| . . p . q p . .
4| . p . . . . n .
3| . B . P . P . .
2| . . . . . . P P
1| . N Q R . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 29","['e5h2 g1f1 h2h1 f1e2 h1g2', 'e5d4 c1e3 d4e3 g1h1 g4f2']","['Mate in 1', 'Mate in 2']",e5h2
"8| r . b q k b n r
7| p p p p . . p p
6| . . n . . . . .
5| . B . . p p . .
4| . . . . P . . .
3| . . . . . N . .
2| P P P P . P P P
1| R N B Q K . . R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside, Black can castle kingside, Black can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 4","['b1c3 f5e4 c3e4 g8f6 d1e2', 'd2d3 f5e4 d3e4 g8f6 e1g1', 'd1e2 f5e4 e2e4 g8f6 e4e2', 'd2d4 f5e4 b5c6 d7c6 f3e5']","['0.46 (centipawns)', '0.64 (centipawns)', '0.07 (centipawns)', '0.01 (centipawns)']",b1c3
"8| r . . . . k . r
7| p b . . q p p p
6| n p . . p . . .
5| . Q . p . . . .
4| . . . P . B . .
3| P . n . P P . .
2| P . . . . . P P
1| R . . . K . N R
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- Castling rights: White can castle kingside, White can castle queenside.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 14","['b5b3 e6e5 f4e5 f7f6 e5f4', 'b5b2 c3a4 b2b3 a4c5 d4c5', 'b5d3 c3a4 d3b3 a4c5 d4c5']","['-3.16 (centipawns)', '-4.21 (centipawns)', '-4.14 (centipawns)']",b5b3
"8| . . . . r . k .
7| . . . . . p . .
6| p . . . . . . p
5| B p . . . . p .
4| . . b . . . . .
3| . . . . . . P .
2| . . . . . P . P
1| R . . . . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 0
- Fullmove number: 34","['a5b4 e8e6 f2f3 g8g7 g3g4', 'a1a3 g8h7 a5b4 e8e6 f2f3', 'h2h3 g8h7 g3g4 e8c8 g1h2', 'a1d1 e8e4 d1d6 c4e6 f2f3']","['-2.64 (centipawns)', '-2.74 (centipawns)', '-2.57 (centipawns)', '-2.75 (centipawns)']",a5b4
"8| . r . . . . k .
7| p . . . . p . .
6| . . . . . p . p
5| . . P . . . . .
4| r P . . . . . .
3| . . . . . . P .
2| P R . . . P . P
1| . . . R . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 28","['c5c6 b8c8 b2c2 a4b4 c6c7', 'd1b1 a4a3 b1c1 a3d3 c5c6', 'b2c2 a4b4 c5c6 g8g7 c6c7']","['6.44 (centipawns)', '5.00 (centipawns)', '6.35 (centipawns)']",c5c6
"8| . r r . . . k .
7| p . . . . . p .
6| . . . . q . . p
5| . p p . . . . P
4| . . . . p R . .
3| P . Q p P . P .
2| . P . R . P . .
1| . K . . . . . .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is Black’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 1
- Fullmove number: 28","['b5b4 c3c1 b4a3 f2f3 e4f3', 'a7a5 c3a5 b5b4 f2f3 e4f3']","['7.47 (centipawns)', '5.59 (centipawns)']",b5b4
"8| . . . . . . . .
7| N . . . . . . p
6| . . . N . . p k
5| . . . R . p . .
4| . . . . . . . .
3| . . . . . . . .
2| P P P . . P P P
1| . . . . . . K .
   _ _ _ _ _ _ _ _
   A B C D E F G H

- It is White’s turn to move.
- No castling rights available.
- No en passant target square.
- Halfmove clock: 3
- Fullmove number: 33","['a7c6 h6g7 g1f1 g7f6 c6d4', 'g1f1 h6g7 a7c6 g7f6 c6d4', 'a7c8 h6g7 g1f1 g7f6 f1e2', 'a7b5 h6g7 g1f1 f5f4 f1e2']","['11.04 (centipawns)', '11.23 (centipawns)', '10.78 (centipawns)', '11.30 (centipawns)']",a7c6
